"","V1","V2","V3","V4","V5"
"65",-607.953341231497,-610.924834426668,-607.971663622759,-611.002977259919,3.32855682820082
"66",-615.623103479433,-616.162827991568,-615.609214815417,-616.230383309725,9.69567278632894
"67",-613.298393176607,-614.657440889217,-613.289824370182,-614.687652366672,7.87376418244094
"68",-608.721505120914,-611.458549371074,-608.738682359121,-611.545748277953,4.14384202798828
"69",-613.620449888459,-614.81664565572,-613.615509262569,-614.906273140419,8.12798504251987
"70",-615.202656761471,-615.955713273507,-615.241698402504,-615.988010095882,9.40447048051283
"71",-607.689177726672,-610.788585472899,-607.718444380733,-610.827445852086,2.98785557737574
"72",-611.609446549268,-613.492303294071,-611.577879637249,-613.526015773605,6.53342288685963
"73",-609.384967714252,-612.015566093365,-609.373533709349,-611.994549114179,4.72374456003308
"74",-614.365344453185,-615.40909357116,-614.345863673523,-615.39406686497,8.69933270150796
"75",-609.599251303772,-612.207762998142,-609.58102978354,-612.140562512715,4.90408634301275
"76",-609.73654130234,-612.190899880687,-609.735330127231,-612.248898219857,5.03609980922192
"77",-608.360507812763,-611.801217887296,-608.419317268825,-611.771447741557,1.06757128611207
"78",-614.01195866294,-615.221923367163,-614.020918399807,-615.177452053766,8.44484297791496
"79",-615.930169969581,-616.386070866646,-615.911825375832,-616.429418962374,9.93644462199882
"80",-612.11850929779,-613.847774161136,-612.109254404206,-613.888942142006,6.95137129863724
"81",-607.927470447512,-611.207325860645,-607.986128865134,-611.318446247049,1.27193121705204
"82",-608.732087513301,-611.481775937937,-608.708440594459,-611.524307900569,4.11477600457147
"83",-608.788204678883,-611.542243722002,-608.751680190078,-611.554962244771,4.15628126589581
"84",-607.532239675994,-610.708124257647,-607.525268183434,-610.700454595431,2.64960484113544
"85",-612.946094013391,-614.422762087556,-612.969221823203,-614.471737869919,7.62359598651528
"86",-607.757715729752,-611.02427940298,-607.706276124107,-611.022992482453,1.47142116213217
"87",-615.097257618295,-615.904555762936,-615.108719159671,-615.900136256605,9.29940460249782
"88",-609.609823235261,-612.19070987739,-609.594959680875,-612.150354616315,4.91607554955408
"89",-608.069990411513,-611.096550331694,-608.084096282984,-611.082055282997,3.46258426550776
"90",-609.053561474264,-611.791503656699,-609.094743150983,-611.797803418442,4.47520158719271
"91",-613.486712569216,-614.796861029317,-613.446067180648,-614.792618555515,7.995697313454
"92",-607.50777842904,-610.797409811608,-607.504102273355,-610.801583262948,1.71073319856077
"93",-607.325058770361,-610.589415147407,-607.391106023892,-610.646014121499,2.12120004929602
"94",-612.229657570459,-613.946305509815,-612.245774567085,-613.981831558072,7.05833232728764
"95",-609.236678113626,-611.873458082719,-609.239665680849,-611.900152963937,4.60539374034852
"96",-610.435709881936,-612.683905891014,-610.37335948349,-612.694560074593,5.56765529559925
"97",-610.883373007311,-613.039809894783,-610.910573586247,-613.066952983041,6.00271133473143
"98",-607.412482584522,-610.727860475106,-607.395067546115,-610.659736631465,2.03918708488345
"99",-609.287106708113,-611.870793778416,-609.277845329667,-611.927093586697,4.63932629209012
"100",-608.701032610582,-611.515374838747,-608.696937327286,-611.516159294924,4.10367840435356
