"","V1","V2","V3","V4","V5"
"32",-612.837125914488,-616.595417221936,-612.852311701849,-616.544744708175,0.350976141169667
"33",-611.507044794314,-615.046380023537,-611.565482831826,-615.131171427431,0.461294911336154
"34",-608.66904927288,-612.032874449071,-608.697384961315,-612.062500619284,0.96962192398496
"35",-612.973704947942,-616.629164362878,-612.994641642481,-616.702214474732,0.34090323233977
"36",-609.872566719253,-613.237592050664,-609.838982520325,-613.268728334751,0.695987732848153
"37",-612.971185672482,-616.591395875339,-612.914624152285,-616.613656931901,0.346522465348244
"38",-611.241896965798,-614.743850127486,-611.214260211833,-614.748864463751,0.498977538663894
"39",-612.013516690997,-615.573068184101,-612.043678512367,-615.654223326126,0.415760706644505
"40",-610.320946835718,-613.74794578292,-610.291294331841,-613.752383632149,0.620430681155995
"41",-616.892221304979,-621.013997758441,-616.849438179941,-621.030755353222,0.1628802199848
"42",-608.848517485878,-612.231414116291,-608.79448084148,-612.164326484142,0.939430124824867
"43",-611.185820994237,-614.577539680394,-611.129718950333,-614.657084389597,0.508658372797072
"44",-626.013109793184,-631.511456053259,-625.970101714238,-631.526387828168,0.0331823464948684
"45",-609.749085658683,-613.187184153133,-609.745885839216,-613.169588514853,0.713269154308364
"46",-610.288549135554,-613.663987264955,-610.289182385259,-613.750117181433,0.620754615869373
"47",-614.008146906001,-617.697762689748,-613.952268357347,-617.766785863139,0.281479834346101
"48",-622.257962687056,-627.347710352553,-622.257150793599,-627.229323711039,0.0626143089029938
"49",-612.006481716256,-615.500656637992,-611.939926608975,-615.540505577022,0.425129533046857
"50",-649.165281121215,-658.580049861361,-649.189645179989,-658.576267606151,0.000679916236549616
"51",-610.765757426705,-614.293595037984,-610.780393969735,-614.278906024034,0.551493088714778
"52",-608.635966475905,-611.996317040906,-608.663303045052,-612.026783200328,0.980662873480469
"53",-613.780283942464,-617.615938276914,-613.818665014685,-617.617763340284,0.288982808357105
"54",-609.577889338405,-613.044108481056,-609.63340571638,-613.049993254019,0.735057037090883
"55",-618.397222762902,-622.799094176341,-618.470215937377,-622.877567248843,0.121556577505544
"56",-616.154290962518,-620.409846733981,-616.210042855384,-620.305762693337,0.18320853728801
"57",-610.272194942085,-613.648113334812,-610.232636886471,-613.68948385283,0.629519896581769
"58",-609.215111159606,-612.529852209835,-609.18155549591,-612.571607121215,0.834441813873127
"59",-609.182611910377,-612.566843790388,-609.210709686724,-612.602363912507,0.827370093902573
"60",-610.567258157299,-614.135646495446,-610.638782409904,-614.126084722348,0.570286188041791
"61",-610.528765428828,-613.96636830393,-610.469940603905,-613.944276418875,0.593894548015669
"62",-608.760131746878,-612.216086475183,-608.741331250923,-612.108573533873,0.955732809845358
"63",-617.187309220738,-621.32876092666,-617.166727807726,-621.391311291796,0.153723241295666
"64",-615.046270686028,-618.99063540256,-615.09791983007,-619.050615773847,0.225648465566337
"65",-608.743281818406,-612.014314463008,-608.711992325911,-612.077808784734,0.964964565355331
"66",-615.020741220483,-618.87149944378,-614.971285200405,-618.908218415307,0.23114812024869
"67",-609.427659785542,-612.942452655446,-609.441723617347,-612.846651580963,0.77471365686506
"68",-609.95518898481,-613.2776431364,-609.972717639674,-613.411394922556,0.672267955960706
"69",-613.914537194432,-617.707076961192,-613.970758727939,-617.787425802624,0.28045933553949
"70",-608.753945293099,-611.995529289833,-608.731856413424,-612.09863406626,0.958695910172537
"71",-609.891457948368,-613.374033024638,-609.921690855386,-613.356928215548,0.681170418392867
"72",-609.345558004561,-612.614360319743,-609.310177037192,-612.707438067666,0.803988373838365
"73",-608.749541075976,-612.003366123104,-608.714469388848,-612.080401445188,0.964179266477004
"74",-609.49460488953,-612.914784768872,-609.562518068402,-612.974717852334,0.749334811465815
"75",-609.63869965998,-613.067956839241,-609.656245198001,-613.074256745464,0.730549252359197
"76",-613.422628832125,-617.174210800386,-613.429242963097,-617.184293918363,0.312242818064988
"77",-616.185290747553,-620.377604094431,-616.241645028935,-620.34154823495,0.182140434160829
"78",-610.914763392215,-614.391037906446,-610.918037425146,-614.427710447108,0.534044152125716
"79",-609.404472473705,-612.82205227513,-609.354539442675,-612.754351807182,0.793914950219914
"80",-610.808994917967,-614.142365814993,-610.757111437424,-614.253759474012,0.554522467311472
"81",-609.32475146772,-612.810081993426,-609.360261886088,-612.76040854948,0.792629952542484
"82",-618.874955666516,-623.229603331588,-618.822404281467,-623.280367992673,0.114165441365913
"83",-612.028542484832,-615.595539393205,-612.02738705071,-615.636362121459,0.417214013868943
"84",-610.919026598178,-614.434366672181,-610.992542130589,-614.508374599731,0.524915635585785
"85",-610.337817707639,-613.839876408898,-610.401822040674,-613.87105651656,0.603814916219562
"86",-610.341942506413,-613.759964504569,-610.36251678778,-613.828837673982,0.609648974146694
"87",-611.106312221304,-614.567942907326,-611.073892063341,-614.596531335541,0.515191023470834
"88",-609.806614688028,-613.240156712852,-609.877476332909,-613.309767531035,0.689030278008431
"89",-609.389072938485,-612.837854325685,-609.400928698014,-612.803446316906,0.783600826282054
"90",-610.253225180943,-613.564956139754,-610.22292761895,-613.679076714352,0.631043746136129
"91",-609.44694337886,-612.83591323999,-609.503972601753,-612.912618049362,0.761464311042801
"92",-608.659155139799,-612.060002256556,-608.692708210783,-612.057590409611,0.9711239177268
"93",-612.629082870772,-616.402709578494,-612.651233832421,-616.322634254642,0.365837208228186
"94",-609.359904474974,-612.727463794173,-609.412456519205,-612.815650029936,0.781073544872925
"95",-609.890434240819,-613.34389737461,-609.832118979215,-613.261414203776,0.697240202687681
"96",-627.111607400303,-632.840174624049,-627.126971012425,-632.868977886545,0.0272747110575438
"97",-611.206524987657,-614.665888849972,-611.184823046697,-614.716895022324,0.502319572726265
"98",-610.771136648711,-614.156989219385,-610.757136341892,-614.253789435794,0.554519632365555
"99",-609.287042940691,-612.65601771773,-609.246633529177,-612.640302569163,0.818793769925833
"100",-615.532417400466,-619.451965990059,-615.505498876617,-619.509684529332,0.208929543849081
