"","V1","V2","V3","V4","V5"
"40",-5.67594336132503,-7.56564352458987,-5.68493844833925,-7.57411470145318,5.43936925474554
"41",-4.931310207416,-6.65133808084448,-4.94032055920712,-6.65982851124971,6.87537900637835
"42",-5.17204789348227,-6.94654246662504,-5.18105338087699,-6.95502654121804,6.36791910044849
"43",-10.642719423509,-13.7546217519139,-10.6516200812497,-13.7629432174842,1.34163335198537
"44",-6.14864038423799,-8.14790784460174,-6.15762610176223,-8.15636674425656,4.70722994068637
"45",-4.18293572028635,-5.73593942465529,-4.19196077764897,-5.74445152528659,8.78074938897043
"46",-7.40179283768747,-9.69855530236923,-7.4107521810915,-9.70698131357063,3.25242820195854
"47",-4.27702739603534,-5.85084487444619,-4.28605039042341,-5.85935373266858,8.51010053185746
"48",-3.9278600794615,-5.42469763556434,-3.93688963800742,-5.43321764432192,9.56675286637619
"49",-4.11385982464026,-5.65161642001049,-4.12288588600446,-5.66013033004735,8.9858685596846
"50",-4.01851060727033,-5.53526614205335,-4.02753854416046,-5.54378323343273,9.2783099366352
"51",-7.15677197875805,-9.39456931465276,-7.1657359779599,-9.40300152399528,3.49126076092944
"52",-7.42489715396663,-9.7272395892685,-7.43385568373852,-9.73566454046528,3.23087588883936
"53",-4.07458874567424,-5.60368938477531,-4.08361571512253,-5.61220475771309,9.10498611396179
"54",-4.41625325319944,-6.02096481028894,-4.42527372090238,-6.02946966582901,8.12731088371947
"55",-5.4417572433996,-7.27771210555736,-5.45075727764603,-7.2861893295987,5.85000834194943
"56",-6.9658242292638,-9.15793684047625,-6.97479227001984,-9.16637423670835,3.69117276743054
"57",-4.79882687406398,-6.48903625844613,-4.80783997290559,-6.49753040758252,7.17457320541143
"58",-8.76311561791666,-11.3944051457091,-8.77204795064566,-11.4027900820283,2.21814198419452
"59",-8.43473352849666,-10.9842664523311,-8.44367188891801,-10.9926615499336,2.4288118747063
"60",-6.99256259069988,-9.19105826884554,-7.00153022800322,-9.19949514469839,3.66241394076496
"61",-6.32971502708521,-8.37133942399183,-6.33869723577424,-8.37979416911716,4.45714746369049
"62",-4.49156582611647,-6.11303763722538,-4.50058489053058,-6.12154035732486,7.92863801820204
"63",-8.49965651611886,-11.0653002044682,-8.50859354426431,-11.0736931636019,2.38545081578195
"64",-3.82205632629504,-5.29570489102935,-3.83108789763747,-5.30422857270232,9.91685128305107
"65",-9.3350421256693,-12.1103067915533,-9.34396397769024,-12.1186727826056,1.89806292997673
"66",-7.61610749857356,-9.96476024476965,-7.62506175694443,-9.97317936462701,3.05856159189716
"67",-5.79432297232305,-7.71132620573272,-5.8033157185108,-7.71979455494665,5.24445749120787
"68",-11.0026731579688,-14.2090374578618,-11.0115679108579,-14.2173458676673,1.22193133924156
"69",-12.0782559164415,-15.5714725430422,-12.0871315475908,-15.5797398120361,0.928459265269339
"70",-6.76996625426078,-8.91546391487801,-6.77893874665162,-8.92390687159955,3.90981108183041
"71",-7.54730729754321,-9.87927010630683,-7.55626360053684,-9.88769197484675,3.11934115365148
"72",-5.66704299949864,-7.55469405813656,-5.67603798732762,-7.56316511087123,5.45435677049682
"73",-7.08976992776076,-9.31151010592959,-7.09873523746602,-9.31994401596267,3.55997865553945
"74",-6.13457124862237,-8.13055660149005,-6.14355761010052,-8.13901628297419,4.7273224289529
"75",-4.30699859578363,-5.88745689867311,-4.3160212932809,-5.89596518122362,8.42594828689471
"76",-9.04597294793419,-11.7482178951431,-9.05490064625198,-11.7565943416099,2.05291629536077
"77",-4.32045332377123,-5.90389457230992,-4.32947571395677,-5.91240238836865,8.38848714018241
"78",-6.94331494823567,-9.1300576504846,-6.9522840508437,-9.13849637567985,3.71558140264824
"79",-5.99762757632369,-7.96173347437691,-6.00661557272063,-7.97019593115257,4.92810358060524
"80",-5.05450244664882,-6.80235660845294,-5.06351027843985,-6.8108437130358,6.61007496761158
"81",-4.81438881348849,-6.50809509138182,-4.82340144261002,-6.51658861773512,7.13865683879703
"82",-5.2670063086214,-7.06308646189586,-5.27600972240038,-7.07156790356317,6.17976187262684
"83",-17.1964624422909,-22.146593167499,-17.2052488905259,-22.1547100367738,0.269206066150218
"84",-7.89418231764165,-10.3105980065414,-7.90313169416601,-10.3190099871905,2.82611821079627
"85",-4.25736101804329,-5.82682383756135,-4.26638467286944,-5.83533364655283,8.5658533545211
"86",-5.92476147247966,-7.87195445970941,-5.93375103259755,-7.88041896401253,5.03890481078997
"87",-6.45983210640055,-8.53202528161452,-6.46881147848026,-8.5404766266597,4.28679039468989
"88",-9.11034428572399,-11.8288054641562,-9.11927039309724,-11.8371792566075,2.01725605642423
"89",-6.63441751445129,-8.74779953025602,-6.64339274736785,-8.75624585100514,4.06973489793018
"90",-6.10894372956255,-8.09895389954186,-6.11793044628562,-8.10741399202022,4.76417414844036
"91",-4.05096940339823,-5.57486825420337,-4.05999661257044,-5.58338413964278,9.17752051493153
"92",-6.68174491970785,-8.80632670421729,-6.69071935323971,-8.81477204904478,4.01306715095416
"93",-10.6704217232423,-13.789566470789,-10.6793220048124,-13.7978870341941,1.33197937859222
"94",-10.9316597569533,-14.1193270110008,-10.9405548143558,-14.127636921452,1.24458906473592
"95",-8.04099694752028,-10.4933863128906,-8.04994347772489,-10.5017940386471,2.71144525380805
"96",-4.66251585809734,-6.32215932446054,-4.67153145128034,-6.33065700446935,7.49831069493666
"97",-9.47340351067341,-12.283798750284,-9.48232367407206,-12.2921609986467,1.82856230298057
"98",-4.1817870038185,-5.73453692479115,-4.19081206311437,-5.74304903489747,8.78411532845348
"99",-5.42048252578604,-7.25157242299628,-5.42948297172172,-7.26005015602015,5.88904928416014
"100",-5.67990876450057,-7.57052203646539,-5.68890365422966,-7.57899297457767,5.4327070619911
