"","x"
"I((V1)&(((V17)&((V21)))))",1.80537596367579e-126
"I((V1)&(((V17)&((V30)))))",6.37420446525337e-169
"I((V1)&(((V20)&((V21)))))",3.91129921301941e-217
"I((V1)&(((V27)&(((V17)&((V3)))))))",2.00937945153555e-90
"I((V1)&((V11)))",4.18630016771002e-201
"I((V1)&((V17)))",2.15140728997489e-154
"I((V1)&((V27)))",1.40293803874318e-58
"I((V1)&((V3)))",1.70086382648429e-25
"I((V1)&((V35)))",1.144860772995e-206
"I((V1)|((V12)))",3.04488585136674e-193
"I((V1)|((V13)))",5.39983042090598e-174
"I((V1)|((V3)))",2.04082082439211e-165
"I((V1)|((V39)))",1.76897548077856e-198
"I((V1)|((V9)))",9.80175939841414e-226
"I((V11)&((((V13)&((V50)))|((V2)))))",1.37015490051081e-148
"I((V11)&(((V13)|((V50)))))",6.90163216864076e-170
"I((V11)&(((V27)&((V13)))))",4.05524067917598e-198
"I((V11)&((V13)))",0.832072848094303
"I((V11)&((V17)))",1.77654831588735e-200
"I((V11)&((V19)))",6.50778232410558e-115
"I((V11)&((V21)))",0.00151373467756779
"I((V11)&((V4)))",4.30341258484547e-177
"I((V11)&((V40)))",1.37434404474771e-177
"I((V11)&((V50)))",6.50819098189835e-115
"I((V11)|((V21)))",1.62372444012114e-227
"I((V12)&(((V11)&((V19)))))",1.98533387553832e-220
"I((V12)&(((V17)&(((V3)&((V20)))))))",4.16085979434579e-116
"I((V12)&(((V19)&((V11)))))",1.98396938849134e-139
"I((V12)&(((V20))))",0.167921558723507
"I((V12)&(((V20)&(((V37)&((V35)))))))",1.40293672887977e-58
"I((V12)&(((V20)&((V13)))))",0.000182788731280164
"I((V12)&(((V20)&((V37)))))",0.832078441109863
"I((V12)&(((V37)&((V20)))))",5.09749959387372e-32
"I((V12)&((V1)))",9.97249816453837e-144
"I((V12)&((V14)))",3.84047314162225e-209
"I((V12)&((V18)))",1.37284807706389e-187
"I((V12)&((V20)))",1.32933944235001e-76
"I((V12)&((V21)))",1.67285809218893e-140
"I((V12)&((V27)))",3.31943756514891e-206
"I((V12)&((V30)))",2.06055027049351e-190
"I((V12)&((V37)))",1.66630391636342e-10
"I((V12)&((V50)))",1.36981468663503e-154
"I((V12)|((V7)))",8.33059278980633e-133
"I((V13)&(((V11)&((V50)))))",1.39787820563337e-137
"I((V13)&(((V2)&((V9)))))",4.45415233734918e-184
"I((V13)&(((V37)&(((V12)&((V20)))))))",1.00298676961319e-68
"I((V13)&(((V37)&((V16)))))",5.04590928573922e-193
"I((V13)&(((V9)&((V2)))))",2.26364940699857e-77
"I((V13)&((V11)))",1.40293664367303e-58
"I((V13)&((V14)))",7.35194717063179e-157
"I((V13)&((V18)))",2.65329587442452e-166
"I((V13)&((V19)))",2.36557878529371e-25
"I((V13)&((V20)))",8.06978166478259e-179
"I((V13)&((V21)))",1.0363239173658e-206
"I((V13)&((V27)))",5.6778042922972e-130
"I((V13)&((V29)))",1.69135786366588e-219
"I((V13)&((V3)))",5.97791479025651e-35
"I((V13)&((V45)))",4.43742723744508e-142
"I((V13)&((V49)))",2.97004268391649e-139
"I((V13)&((V50)))",1.66630391636342e-10
"I((V13)&((V9)))",9.29540019552199e-171
"I((V13)|(((V11)&((V19)))))",2.50480001170454e-191
"I((V13)|((V1)))",2.62587070754468e-176
"I((V13)|((V27)))",5.58910612250471e-79
"I((V13)|((V38)))",3.04442361494277e-93
"I((V13)|((V46)))",1.09899757436636e-170
"I((V13)|((V50)))",7.40515500126703e-170
"I((V17)&(((V9)&((V2)))))",1.00639568226035e-160
"I((V17)&((V1)))",1.40126087407725e-175
"I((V17)&((V10)))",5.98129309329838e-130
"I((V17)&((V11)))",8.10043629201362e-170
"I((V17)&((V19)))",2.76460121714773e-170
"I((V17)&((V20)))",5.39605161465536e-178
"I((V17)&((V21)))",2.58080502498484e-76
"I((V17)&((V24)))",1.75403819023527e-28
"I((V17)&((V3)))",1.78929300576672e-158
"I((V17)&((V30)))",4.91396519462245e-139
"I((V17)&((V4)))",2.26941549991209e-77
"I((V17)&((V47)))",7.03649213491756e-147
"I((V17)&((V50)))",5.47027908479052e-108
"I((V17)|(((V1)&((V30)))))",2.04072823083898e-165
"I((V18)&(((V2)&((V21)))))",7.07310667604942e-129
"I((V18)&(((V20)&((V21)))))",3.84237101911169e-154
"I((V18)&(((V21)&((V9)))))",7.9241484251748e-156
"I((V18)&(((V30)&((V4)))))",1.2109596761056e-67
"I((V18)&((V10)))",1.53653399070821e-129
"I((V18)&((V19)))",1.07628761834677e-170
"I((V18)&((V21)))",1.66630391636342e-10
"I((V18)&((V24)))",9.68098812812635e-193
"I((V18)&((V37)))",2.67391363806108e-201
"I((V18)&((V4)))",1.2301874055045e-106
"I((V18)|((V4)))",9.43241843731273e-192
"I((V19)&(((V11)&((V13)))))",4.56703471666927e-145
"I((V19)&(((V11)&((V28)))))",8.32300588655323e-197
"I((V19)&(((V3)&((V1)))))",2.81403868014252e-193
"I((V19)&(((V3)&((V37)))))",3.64587822511635e-193
"I((V19)&((V1)))",5.32431674978512e-184
"I((V19)&((V11)))",1.66630391636342e-10
"I((V19)&((V13)))",1.70085841478013e-25
"I((V19)&((V16)))",1.51002088416599e-170
"I((V19)&((V18)))",2.92790798465665e-193
"I((V19)&((V2)))",1.61406176515877e-191
"I((V19)&((V26)))",2.33318783603573e-179
"I((V19)&((V37)))",1.69305224621766e-109
"I((V19)&((V38)))",1.89173785179114e-156
"I((V19)&((V42)))",9.23074760902989e-79
"I((V19)&((V46)))",1.0494116973647e-109
"I((V19)&((V50)))",1.70011381466332e-25
"I((V19)&((V8)))",3.7551189408947e-92
"I((V19)&((V9)))",2.31758037709786e-151
"I((V19)|((V11)))",2.40559023979194e-215
"I((V2)&(((V1)&(((V20)&(((V27)&((V13)))))))))",9.83621257673774e-147
"I((V2)&(((V11)&(((V19)&((V7)))))))",3.44431605624728e-224
"I((V2)&(((V11)&((V50)))))",1.64273290884315e-117
"I((V2)&((V12)))",3.24700665398666e-157
"I((V2)&((V20)))",1.79632720968297e-185
"I((V2)&((V21)))",1.67881499218579e-215
"I((V2)&((V25)))",1.42680693797457e-223
"I((V2)&((V26)))",1.61069112035105e-182
"I((V2)&((V31)))",5.52354388765753e-174
"I((V2)&((V4)))",3.75260144181479e-144
"I((V2)&((V41)))",1.49731804683967e-194
"I((V2)&((V50)))",8.03234211827968e-161
"I((V2)&((V8)))",2.45977973976916e-157
"I((V2)&((V9)))",0.167921558890137
"I((V20)&(((V12)&((V37)))))",1.70086382648429e-25
"I((V20)&(((V19)&((V11)))))",5.62774657351944e-131
"I((V20)&(((V30)&((V2)))))",1.22021781260798e-178
"I((V20)&(((V30)|(((V12)&((V37)))))))",1.97778724910432e-126
"I((V20)&(((V37)&((V35)))))",1.40293672887975e-58
"I((V20)&(((V37)|((V30)))))",9.97310864486399e-144
"I((V20)&(((V4)&((V37)))))",1.77630349329705e-203
"I((V20)&((V12)))",2.58084259814826e-76
"I((V20)&((V16)))",9.70481161468583e-108
"I((V20)&((V18)))",3.69433278619879e-172
"I((V20)&((V2)))",1.25109972672031e-172
"I((V20)&((V21)))",7.71235174374847e-217
"I((V20)&((V37)))",0.167921558723507
"I((V20)&((V9)))",5.83478934062751e-79
"I((V20)|(((V17)&((V37)))))",2.69236163153179e-152
"I((V20)|(((V30)&((V4)))))",4.07030445417593e-215
"I((V20)|((V12)))",6.37421990157646e-169
"I((V21)&(((V17)&((V3)))))",1.204887137284e-203
"I((V21)&(((V18)&((V10)))))",5.89550356586914e-142
"I((V21)&(((V27)&(((V1)&((V17)))))))",2.92625379444961e-199
"I((V21)&(((V7)&((V45)))))",3.40998848742877e-200
"I((V21)&((V17)))",6.63120428933995e-129
"I((V21)&((V18)))",1.40293803874318e-58
"I((V21)&((V20)))",7.13891427318425e-193
"I((V21)&((V27)))",9.96876412605227e-205
"I((V21)&((V34)))",7.81176537735091e-177
"I((V21)&((V4)))",9.31731397679228e-201
"I((V21)&((V42)))",5.42277942229193e-191
"I((V21)&((V7)))",2.60239045496977e-223
"I((V21)&((V8)))",3.26337179692699e-149
"I((V21)|((V18)))",1.48380510371991e-123
"I((V21)|((V8)))",1.77465757417735e-126
"I((V27)&(((V1)&((V30)))))",2.04082082432357e-165
"I((V27)&(((V11)|((V3)))))",2.10276265269325e-190
"I((V27)&(((V30)&((V4)))))",4.9090045222802e-228
"I((V27)&((V1)))",0.832078441276493
"I((V27)&((V11)))",7.14357792505699e-34
"I((V27)&((V13)))",1.1287937275146e-143
"I((V27)&((V15)))",8.99512475642114e-155
"I((V27)&((V2)))",4.03429465619983e-122
"I((V27)&((V25)))",1.06902922119415e-154
"I((V27)&((V3)))",9.943915050747e-66
"I((V27)&((V30)))",4.16196183707921e-220
"I((V27)&((V35)))",7.92064917552318e-206
"I((V27)&((V37)))",1.44978970345055e-170
"I((V27)&((V47)))",1.99727842683266e-223
"I((V27)&((V8)))",7.21640671869765e-137
"I((V27)&((V9)))",1.06900381195099e-68
"I((V27)|((V1)))",7.94428289944201e-144
"I((V27)|((V3)))",1.33927455619976e-197
"I((V3)&((((V9)&((V13)))&((V2)))))",1.82623387715169e-206
"I((V3)&(((V1)&((V27)))))",3.63269553165196e-105
"I((V3)&(((V2)&((V9)))))",2.82304277531756e-155
"I((V3)&(((V20)&((V12)))))",5.34141660232437e-187
"I((V3)&(((V50)&((V1)))))",5.98936657921659e-177
"I((V3)&((V1)))",2.36557878545015e-25
"I((V3)&((V16)))",1.42939707468797e-194
"I((V3)&((V17)))",3.79823011267072e-119
"I((V3)&((V20)))",3.67626435819572e-209
"I((V3)&((V27)))",1.48380570184921e-123
"I((V3)&((V35)))",1.32825086174594e-180
"I((V3)&((V37)))",1.30554482856132e-193
"I((V3)&((V45)))",1.29530292158038e-219
"I((V3)&((V50)))",1.9172750203212e-185
"I((V3)&((V8)))",2.52260659083267e-206
"I((V3)|(((V11)&((V50)))))",3.21858765570959e-189
"I((V3)|(((V12)&((V1)))))",9.97310864190261e-144
"I((V3)|((V11)))",1.23851439500672e-169
"I((V3)|((V13)))",1.47440487305161e-199
"I((V3)|((V27)))",1.31580341265138e-144
"I((V30)&(((V18)&(((V20)&((V21)))))))",1.81024491883761e-156
"I((V30)&(((V4)&((V17)))))",7.38777706725332e-168
"I((V30)&((V1)))",7.08859354769045e-179
"I((V30)&((V10)))",2.2694155031861e-77
"I((V30)&((V11)))",2.83522291878997e-226
"I((V30)&((V12)))",5.10680712516163e-176
"I((V30)&((V17)))",2.07893265651917e-158
"I((V30)&((V19)))",7.65017488089139e-202
"I((V30)&((V20)))",7.92017306557936e-200
"I((V30)&((V36)))",1.96347076009773e-192
"I((V30)&((V37)))",7.56559508853648e-152
"I((V30)&((V4)))",5.09749959379943e-32
"I((V30)&((V45)))",2.94112223358145e-193
"I((V30)&((V7)))",1.95133943220944e-199
"I((V30)|(((V12)&((V37)))))",1.88525504217655e-126
"I((V30)|((V12)))",5.915118894187e-188
"I((V30)|((V3)))",3.13195589520343e-223
"I((V37)&(((V12)&((V20)))))",9.94391505074711e-66
"I((V37)&(((V18)|((V4)))))",4.13389072391129e-191
"I((V37)&(((V19)&((V13)))))",3.14524395143316e-225
"I((V37)&(((V2)&((V9)))))",1.35177574546755e-199
"I((V37)&(((V3)&((V1)))))",1.79622465982075e-172
"I((V37)&(((V9)|((V20)))))",1.33229762741634e-182
"I((V37)&((V1)))",2.17293278622021e-161
"I((V37)&((V12)))",3.63269553165196e-105
"I((V37)&((V13)))",6.42830754940905e-188
"I((V37)&((V16)))",2.78177454382348e-193
"I((V37)&((V18)))",1.55524772952039e-163
"I((V37)&((V2)))",4.08444109088389e-179
"I((V37)&((V20)))",2.00937945153555e-90
"I((V37)&((V21)))",6.08356492948184e-171
"I((V37)&((V31)))",2.95702089444321e-28
"I((V37)&((V32)))",1.66372856003259e-126
"I((V37)&((V4)))",3.68168826999428e-190
"I((V37)&((V43)))",2.79758043202733e-126
"I((V37)&((V7)))",4.32545363680621e-215
"I((V37)&((V9)))",3.44705666797735e-193
"I((V37)|(((V19)&((V13)))))",1.61069110157044e-182
"I((V37)|((V20)))",1.40293672887977e-58
"I((V4)&(((V2)&((V9)))))",9.12115910796362e-158
"I((V4)&((V10)))",2.07881146578961e-158
"I((V4)&((V11)))",9.77660955952897e-147
"I((V4)&((V12)))",5.40059021214463e-219
"I((V4)&((V16)))",9.71736740725923e-137
"I((V4)&((V17)))",4.13687098124962e-128
"I((V4)&((V2)))",1.99966992614043e-136
"I((V4)&((V21)))",8.53866133663532e-157
"I((V4)&((V26)))",2.82997522218734e-176
"I((V4)&((V27)))",5.42254385334553e-191
"I((V4)&((V3)))",1.30706708460803e-193
"I((V4)&((V30)))",0.167921558718465
"I((V4)&((V37)))",1.62717330982136e-155
"I((V4)&((V42)))",1.81861212518118e-185
"I((V4)|((V50)))",9.07910950530602e-171
"I((V50)&(((V17)&((V21)))))",4.64790189835058e-163
"I((V50)&(((V19)&((V11)))))",4.16088112734437e-116
"I((V50)&((V11)))",2.69237726557283e-152
"I((V50)&((V13)))",3.79132687548529e-177
"I((V7)&(((V1)&((V27)))))",6.50240687052452e-181
"I((V7)&(((V17)&((V1)))))",3.41359503347089e-206
"I((V7)&(((V21)&((V17)))))",1.92433496418034e-212
"I((V7)&(((V37)&((V12)))))",5.53927558757453e-191
"I((V7)&((V11)))",1.76859531059875e-180
"I((V7)&((V2)))",1.15307512982577e-212
"I((V7)&((V22)))",6.37417731466107e-35
"I((V7)&((V45)))",1.47772588353477e-200
"I((V7)&((V8)))",1.76619005914421e-168
"I((V7)|((V18)))",1.02238753730054e-149
"I((V8)&((V11)))",8.08420783244902e-129
"I((V8)&((V19)))",1.50732617858707e-148
"I((V8)&((V2)))",7.84234163847854e-159
"I((V8)&((V3)))",5.819581481611e-201
"I((V8)&((V4)))",5.8847525066629e-225
"I((V8)&((V50)))",7.22762746551523e-147
"I((V8)&((V7)))",2.91974730006855e-27
"I((V8)|(((V7)&((V1)))))",2.87871117369815e-176
"I((V8)|((V29)))",2.53745927398591e-200
"I((V9)&(((V17)&((V30)))))",9.06985907471752e-148
"I((V9)&(((V2)&((V26)))))",1.61069112035105e-182
"I((V9)&(((V2)&((V31)))))",5.52383543854545e-174
"I((V9)&(((V30)&((V17)))))",1.95250248692106e-165
"I((V9)&((V12)))",2.52199218780342e-225
"I((V9)&((V13)))",5.83513160535642e-142
"I((V9)&((V19)))",1.53128625859852e-200
"I((V9)&((V2)))",0.832078441109863
"I((V9)&((V21)))",1.54918372951484e-180
"I((V9)&((V3)))",4.82729802881601e-110
"I((V9)&((V30)))",1.97940914513028e-147
"I((V9)&((V37)))",1.59592294556054e-216
"I((V9)&((V41)))",1.06006929860543e-68
"I((V9)&((V7)))",4.71618116161082e-142
"I((V9)|((V11)))",1.75601284226644e-203
"I((V9)|((V2)))",4.16088112734437e-116
"I((V9)|((V20)))",1.33156552116668e-182
"I(V1)",0.00160460509923774
"I(V11)",0.170575434821009
"I(V12)",0.0076803204116019
"I(V13)",0.169128061744992
"I(V17)",0.171578041061916
"I(V18)",0.999999999833594
"I(V19)",0.958475990745731
"I(V2)",0.0117820999563998
"I(V20)",0.173790203287471
"I(V21)",0.999999999844704
"I(V27)",0.00121340195825223
"I(V3)",0.83227871080574
"I(V30)",0.00138964021378579
"I(V37)",0.0377911470871858
"I(V4)",0.781199370180873
"I(V50)",0.999997992761873
"I(V7)",1
"I(V8)",0.999999999959164
"I(V9)",0.00161967748741475
